amount,merchant_M1823072687,category_sportsandtoys,category_health,merchant_M980657600,merchant_M85975013,age,category_food,merchant_M1198415165,merchant_M732195782,merchant_M349281107,gender,merchant_M1600850729,merchant_M1888755466,category_otherservices,merchant_M2122776122,merchant_M17379832,merchant_M209847108,merchant_M840466850,merchant_M2011752106,merchant_M1313686961,merchant_M1748431652,category_tech,merchant_M923029380,merchant_M78078399,merchant_M857378720,merchant_M1352454843,merchant_M1353266412,merchant_M1416436880,merchant_M348875670,merchant_M495352832,ID
0.00044005495448181563,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0.0008015286670918785,1,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0.00459569296213301,1,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0.0038426227275287117,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
0.005241368832845912,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0.0046310545209752975,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
0.002688788159378475,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0.004111108637257201,0,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0.008785382841261962,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.0035518721326032263,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.001191815501721584,1,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.0007163989883974796,0,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0.0018060588756857849,0,1,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
0.005490209432106462,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
0.0008237933522888751,0,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0.0033855418373080165,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
0.004784287942625216,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
0.0041700445686610145,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
0.002307669136300474,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
0.0001977627920439112,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0.005381505380850538,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
0.005419486314421885,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
0.006374248403163681,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
0.00818947509040117,1,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0.0027699887759792857,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
0.0075555864059690305,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0.004687371077650054,1,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
0.0024281603738371613,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
0.005220413835013444,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0.005071109475457114,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.005786198776490064,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.0021806294619411398,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0.0006142433739642011,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.004551163591739016,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0.0009207102172640369,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0.0017091420107106232,0,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.0006810374295551909,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.0014838757840115986,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0.0033475609037366687,0,0,0,0,0,2.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
0.0012992098656129795,0,0,0,0,1,4.0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
0.004857630435038852,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0.019729130459268066,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78
1.1787186280762919e-05,0,0,0,0,1,4.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0.003997165836543159,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0.0018021298135921973,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
0.0016462770172132211,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
0.00047148745123051674,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0.002088951346424095,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
0.0009508330266482088,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
0.0001768077942114438,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
0.007793949506313348,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
0.0019317888626805895,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0.004421504542650624,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
0.007183635194442734,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
0.015105934062479946,0,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95
0.0022565913290838345,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
0.002261830078541951,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
0.01068573920719385,0,0,0,0,0,2.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0.004022049896469214,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0.0002606277855413134,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
0.006111001242893308,1,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
0.0005369718194569773,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
0.0014694692230017774,0,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
0.0016803288886909806,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
0.0031183656149440563,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
0.00013096873645292132,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
0.004747616696418398,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
0.0029323900091809086,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
0.0046651063924530575,1,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
0.005114329158486577,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
0.005673565663140551,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
0.00535924069565354,0,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
0.004008953022823922,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
0.0012389642468446358,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
0.002277546326916302,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
0.0019422663615968232,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
0.006822161481832672,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
0.02718649031289741,0,0,1,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
0.00038242871044253025,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
0.007139105824048741,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
0.0021230032179018546,1,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
0.0051470713425998075,1,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0.004188380191764424,1,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
0.007615832024737375,1,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
0.0016777095139619222,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
0.002028705727655751,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
0.001959292297335703,0,0,0,0,1,3.0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
0.006805135546093792,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
0.0007137796136684212,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
0.0025840131702161376,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
0.00451187297080314,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0.0026953365962011206,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
0.0012324158100219897,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
0.000767476795614119,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
0.003858338975903062,1,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
0.003588543378810044,1,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
0.006794658047177558,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
0.000878800221599102,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
0.004522350469719373,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
0.004782978255260687,0,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
0.008708111286754737,0,0,0,0,1,1.0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0.004302322992478466,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0.003267669974500387,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0.006510455889074719,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0.0037312993015437283,0,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0.0010844211378301884,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0.001093588949381893,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0.0026442587889844815,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
0.007275313309959779,0,0,1,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
0.006057304060947611,0,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
0.003009661563688132,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
0.0027673694012502275,1,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
0.0054679447469094655,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
0.004707016388117992,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
0.0003706415241617673,0,0,0,0,1,2.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
0.003280766848145679,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
0.000559236504653974,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
0.0007962899176337617,0,0,0,0,0,5.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
0.0007792639818948819,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
0.0050540835397182345,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0.0010359627053426078,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
0.0007583089840624144,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
0.0074940310998361575,1,0,0,0,0,6.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
0.005940741885504511,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
0.0021400291536407346,1,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
0.006351983717966684,1,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
0.006015394065282676,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
0.0007216377378555964,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
0.005363169757747128,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
0.001586031398444877,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0.0017025935738879771,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
0.004916566366442666,0,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
0.001584721711080348,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
0.005423415376515472,1,0,0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
0.0011446667565985324,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
0.0031484884243282284,1,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
0.002370534129797876,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
0.0036003305650908067,1,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
0.008501180683159122,0,0,0,0,0,6.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
0.0028276150200185713,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
0.0022906432005615936,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
0.006464616831316197,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
0.0028236859579249835,1,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
0.004505324533980493,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
0.006727863991586568,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
0.0015703151500705266,0,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
0.0032205212293773353,1,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
0.00017811748157597302,1,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
0.002010370104552342,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
0.00025538903608319656,0,0,0,0,0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
0.007461288915722927,0,0,0,0,0,1.0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
0.0038609583506321204,0,0,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
0.0013830298569428492,0,0,0,0,0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
0.002632471602703719,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
0.0029166737608065578,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
0.0033397027795494935,1,0,0,0,0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
0.0029166737608065578,1,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
